reviews.text,reviews.rating,sentiment,review_length,Cleaned_Review
I really enjoy it love the sound and it's really easy,5.0,1.0,53,i really enjoy it love the sound and its really easy
"If you like the Amazon Echo and want it to be portable, this is the solution. The stereo speaker sounds good for how small it is. The built in Alexa functionality makes it a better choice than other similar sized (and priced) portable speakers.",4.0,1.0,244,if you like the amazon echo and want it to be portable this is the solution the stereo speaker sounds good for how small it is the built in alexa functionality makes it a better choice than other similar sized and priced portable speakers
Great companion if you already have an echo and need something on the go. Love that this stream and plays Prime music. Battery life could be a little better and sound is good for speaker this size but not the best.,4.0,1.0,214,great companion if you already have an echo and need something on the go love that this stream and plays prime music battery life could be a little better and sound is good for speaker this size but not the best
"I bring it when hanging out outside, exercising, doing housework anywhere my echo won't hear me",5.0,1.0,95,i bring it when hanging out outside exercising doing housework anywhere my echo wont hear me
"It's 85% as good as an Echo... Great sound, nice and loud, but... But the button. That button!!I would give this 5 stars and buy more of them, IF it was always listening while plugged in. Other than that, it does everything an Echo does, it's smaller, and (due to the battery) portable. I like it - I do. But it's not as useful as the Echo in the situation I use it the most.",4.0,1.0,375,its as good as an echo great sound nice and loud but but the button that buttoni would give this stars and buy more of them if it was always listening while plugged in other than that it does everything an echo does its smaller and due to the battery portable i like it i do but its not as useful as the echo in the situation i use it the most
I really liked this tablet. Got it for my nephew who just turned 4. Has many built in kid rated apps which keeps him entertained. The bumper is a bonus in case he drops it too. What I also like is that it had another mode to switch to in case an adult wanted to use it too.,4.0,1.0,273,i really liked this tablet got it for my nephew who just turned has many built in kid rated apps which keeps him entertained the bumper is a bonus in case he drops it too what i also like is that it had another mode to switch to in case an adult wanted to use it too
It works as describe on the box. I didn't research a lot but I did read about it a little.,5.0,1.0,90,it works as describe on the box i didnt research a lot but i did read about it a little
This speaker has some kick. The sound quality is great that this little speaker is able to put out,5.0,1.0,98,this speaker has some kick the sound quality is great that this little speaker is able to put out
"I was debating whether to get the stationary Alexa device or the Tap and decided on portability. It's been fun figuring out how to phrase requests but with a little trial and error we're on a roll. I use it for play lists at work, alarm clock announcement by Dan Marino and news briefs. It's surprisingly sturdy but wish it was waterproof so I could take it with me while fishing.",5.0,1.0,380,i was debating whether to get the stationary alexa device or the tap and decided on portability its been fun figuring out how to phrase requests but with a little trial and error were on a roll i use it for play lists at work alarm clock announcement by dan marino and news briefs its surprisingly sturdy but wish it was waterproof so i could take it with me while fishing
"It has sleep timer capability alarm I use it at work, or use it at home while I'm in the shower and I'll bring it to Friends houses and we use Alexa to gain information or just have fun. quality a 9 its loud too.",5.0,1.0,212,it has sleep timer capability alarm i use it at work or use it at home while im in the shower and ill bring it to friends houses and we use alexa to gain information or just have fun quality a its loud too
I love this .. Great extra for my amazon echo .. Does everything it does but it's cordless .. Keeps charge for many days .. Push button to activate .. Wireless speaker also out of wifi .. Really cool !!,5.0,1.0,202,i love this great extra for my amazon echo does everything it does but its cordless keeps charge for many days push button to activate wireless speaker also out of wifi really cool
"I have grown very accustomed to having Alexa around. There are new skills added on a very regular basis. I really enjoy just pressing a button and asking for a song/radio station/podcast to be played. I also enjoy having books read to me, since I'm not much of a reader. The setup was super simple, so simple that I wasn't sure that I was all ready to go with such minimal effort. The battery life is very long and the speaker suits me just fine. I feel that there is a bright future for the Tap and I am going to enjoy trying more things that this gadget has to offer. I'm not sure I ""needed"" this item, but I can't imagine not having it around now. So pleased with this purchase.",5.0,1.0,681,i have grown very accustomed to having alexa around there are new skills added on a very regular basis i really enjoy just pressing a button and asking for a songradio stationpodcast to be played i also enjoy having books read to me since im not much of a reader the setup was super simple so simple that i wasnt sure that i was all ready to go with such minimal effort the battery life is very long and the speaker suits me just fine i feel that there is a bright future for the tap and i am going to enjoy trying more things that this gadget has to offer im not sure i needed this item but i cant imagine not having it around now so pleased with this purchase
This speaker is great for the price. I love how the speaker is 360 degrees so you get the same sound in any part of the room.,5.0,1.0,125,this speaker is great for the price i love how the speaker is degrees so you get the same sound in any part of the room
"I bought this after I bought the Amazon Echo. This was actually an impulse buy. I saw it and bought it not reading any reviews on it, because I enjoyed the echo so much. It does everything the Echo does, but the sound quality is not great. When you're playing at middle volume, it's ok. The lows are there but doesn't sound good. I'm guessing I'm comparing it with the Bose mini soundlink. When you set the volume high, the bass is almost non-existent. The mids and highs are loud with the louder volume. Another difference is that with tap, you have to press the mic button to start saying commands where as with the echo, you can just say the wake up word and it will start listening to your commands. I do like the fact that it's portable. Because of that, I'm on edge of returning it and holding off until maybe another model comes out with better bass.",4.0,1.0,857,i bought this after i bought the amazon echo this was actually an impulse buy i saw it and bought it not reading any reviews on it because i enjoyed the echo so much it does everything the echo does but the sound quality is not great when youre playing at middle volume its ok the lows are there but doesnt sound good im guessing im comparing it with the bose mini soundlink when you set the volume high the bass is almost nonexistent the mids and highs are loud with the louder volume another difference is that with tap you have to press the mic button to start saying commands where as with the echo you can just say the wake up word and it will start listening to your commands i do like the fact that its portable because of that im on edge of returning it and holding off until maybe another model comes out with better bass
So i was looking for a bluetooth speaker for my part time job. A guy i work with at bestbuy showed me his amazon tap speaker and it was awesome! I loved u can hook it up via wifi and stream music and such. Its portable its got clean and crisp sound. It also can leave the phone i had my phone placed upstairs and i was in the basement with the speaker and it was still connected. Its very easy to use i have no complants about this speaker at all,5.0,1.0,446,so i was looking for a bluetooth speaker for my part time job a guy i work with at bestbuy showed me his amazon tap speaker and it was awesome i loved u can hook it up via wifi and stream music and such its portable its got clean and crisp sound it also can leave the phone i had my phone placed upstairs and i was in the basement with the speaker and it was still connected its very easy to use i have no complants about this speaker at all
Works great to control Alexa when she understands you and has good battery life but sound lacks bass except at low volumes. gets very loud at least. Easily connects to Bluetooth.,4.0,1.0,178,works great to control alexa when she understands you and has good battery life but sound lacks bass except at low volumes gets very loud at least easily connects to bluetooth
"Wife loves it! Great sound, great technology! Compact and durable.",5.0,1.0,66,wife loves it great sound great technology compact and durable
"This is my second Echo purchase. My first was the original Echo for my home and the automation feature aside. The sound is excellent, Alexa's response is better than any digital assistant to date, and the ready access to Prime is convenient. This is all of that and portable and rechargeable as well. Additionally the inclusion of Bluetooth and a headphone jack is amazing.",5.0,1.0,373,this is my second echo purchase my first was the original echo for my home and the automation feature aside the sound is excellent alexas response is better than any digital assistant to date and the ready access to prime is convenient this is all of that and portable and rechargeable as well additionally the inclusion of bluetooth and a headphone jack is amazing
This is not like the Amazon Echo however this speaker is loud and sounds good...but you will lose bass if it's at max volume (not recommended if you like bass),5.0,1.0,159,this is not like the amazon echo however this speaker is loud and sounds goodbut you will lose bass if its at max volume not recommended if you like bass
"This is a great buy for music, news and any kind of information you want.",5.0,1.0,73,this is a great buy for music news and any kind of information you want
"Purchased this as a gift for a teenage kid as a graduation present. Very pleased with the purchase. The kids love it. Small size, but good speakers. Perfect for the college dorms where he is scheduled to go in a couple of months. Love how the device connects to the cloud and keeps itself updated.",5.0,1.0,297,purchased this as a gift for a teenage kid as a graduation present very pleased with the purchase the kids love it small size but good speakers perfect for the college dorms where he is scheduled to go in a couple of months love how the device connects to the cloud and keeps itself updated
This is a great product I would highly recommend getting it,5.0,1.0,59,this is a great product i would highly recommend getting it
"I have the Echo and a Dot and now the Tap, too. My only issue with the Tap is that I got it after the Echo. This means that by the time I got the Tab, I was already used to just calling out commands or questions to my Echo. Of course with the Tap you have to physically get up and touch the Tap. I think if I had first started out with the Tap and having to touch it, it wouldn't be so difficult now for me remember to tap the Tap. But it is a habit to just call out now. So I wish I'd gotten the Tap first and then had graduated to the Echo. Try the Tap first. You might decide you don't even need an Echo. You definitely won't be disappointed !!",5.0,1.0,647,i have the echo and a dot and now the tap too my only issue with the tap is that i got it after the echo this means that by the time i got the tab i was already used to just calling out commands or questions to my echo of course with the tap you have to physically get up and touch the tap i think if i had first started out with the tap and having to touch it it wouldnt be so difficult now for me remember to tap the tap but it is a habit to just call out now so i wish id gotten the tap first and then had graduated to the echo try the tap first you might decide you dont even need an echo you definitely wont be disappointed
Works as well as the Echo and now has a skill that can enable it to be voice activated rather than having to tap it. Battery charge lasts a long time and sound quality is good. Easy to move around in and out of the house. Will work anywhere you have WIFI. If you have the tap you may not have a need to invest in the more expensive Echo.,5.0,1.0,337,works as well as the echo and now has a skill that can enable it to be voice activated rather than having to tap it battery charge lasts a long time and sound quality is good easy to move around in and out of the house will work anywhere you have wifi if you have the tap you may not have a need to invest in the more expensive echo
I've enjoyed using the features Alexa app and like the portability that this unit offers. The sound quality is good.,4.0,1.0,116,ive enjoyed using the features alexa app and like the portability that this unit offers the sound quality is good
Use is all the time. Backyard favorite. Great by the fire.,5.0,1.0,58,use is all the time backyard favorite great by the fire
There's a lot of features and we are just getting started with Tap. Glad we made the purchase!,5.0,1.0,94,theres a lot of features and we are just getting started with tap glad we made the purchase
We are unable to connect WIFI on this product. We have tried to follow the instructions to no avail. It is a useless and expensive item sitting on our table.,1.0,0.0,157,we are unable to connect wifi on this product we have tried to follow the instructions to no avail it is a useless and expensive item sitting on our table
"I only purchased this because I loved the sound quality. Alexa is just a added bonus personally as I rarely hit the ""tap"" button to ask her anything. The few times I asked her questions, she hasn't disappointed. EXTRA: Now what would make this device amazing is if Alexa was able to connect to my Apple Music playlist! If only...",5.0,1.0,329,i only purchased this because i loved the sound quality alexa is just a added bonus personally as i rarely hit the tap button to ask her anything the few times i asked her questions she hasnt disappointed extra now what would make this device amazing is if alexa was able to connect to my apple music playlist if only
Love it I bought it for my mother and father she is easy for them to use and they are in there 70s,5.0,1.0,98,love it i bought it for my mother and father she is easy for them to use and they are in there s
"Using it in the kitchen mainly. It has good sound, works excellent as a cooking timer. Also alarm for certain events thruout the day. Nice music source.",4.0,1.0,152,using it in the kitchen mainly it has good sound works excellent as a cooking timer also alarm for certain events thruout the day nice music source
I HAVE PUT THE DOT IN THE BEDROOM WHERE MY ECHO IS IN THE LIVING AREA. MY FAMILY USES HER FOR EVERYTHING. ENJOY EVERYTHING ABOUT THE ECHO / DOT.,5.0,1.0,144,i have put the dot in the bedroom where my echo is in the living area my family uses her for everything enjoy everything about the echo dot
"We love this speaker for listening to music, the weather, news, or just anything. It is super portable and even has a hands-free option so it is really like a mini Echo!",5.0,1.0,169,we love this speaker for listening to music the weather news or just anything it is super portable and even has a handsfree option so it is really like a mini echo
"The Tap is a great portable speaker with fantastic sound. If you press a button then you can connect to Amazon Alexa and she can play your music, answer questions, etc. Downgraded one star because there is supposed to be a hands free option for Alexa but I haven't been able to get it to work. Still great to be able to take this around the house vs Echo which is tied to the plug.",4.0,1.0,381,the tap is a great portable speaker with fantastic sound if you press a button then you can connect to amazon alexa and she can play your music answer questions etc downgraded one star because there is supposed to be a hands free option for alexa but i havent been able to get it to work still great to be able to take this around the house vs echo which is tied to the plug
Once the tap was able to be activated by voice I started to have some interest. Having said that I notice I do use the 'Tap' button when I have it in my hand. We use it mostly outside and by our hot tub. Took is on vacation this last week and use it at the beach using cell phone as an access point.,5.0,1.0,299,once the tap was able to be activated by voice i started to have some interest having said that i notice i do use the tap button when i have it in my hand we use it mostly outside and by our hot tub took is on vacation this last week and use it at the beach using cell phone as an access point
"Now that you don't have to actually tap it to get the full function out of it, its great. Have the original Echo, and the Dot also. Wish I had only bought two of these, the charge is great and we take it wherever we want to go.",5.0,1.0,227,now that you dont have to actually tap it to get the full function out of it its great have the original echo and the dot also wish i had only bought two of these the charge is great and we take it wherever we want to go
I have an Amazon Echo and an Amazon Dot. Love the functionality. Decent sound for what they are. I just wanted something portable for outside.,5.0,1.0,142,i have an amazon echo and an amazon dot love the functionality decent sound for what they are i just wanted something portable for outside
"Great speaker, able to move around, connect to iPad when watching movies. Love it!",5.0,1.0,82,great speaker able to move around connect to ipad when watching movies love it
My 8 yr old daughter loves her Tap. She uses it for HW and play. Never a dual moment when she is learning something new from her Tap.,5.0,1.0,133,my yr old daughter loves her tap she uses it for hw and play never a dual moment when she is learning something new from her tap
The Amazon tap I like other then I wish you could just say her name and she would respond. Sounds great when playing music,5.0,1.0,122,the amazon tap i like other then i wish you could just say her name and she would respond sounds great when playing music
For its size this is a pretty well made product that produces great sound and I love the portability.,4.0,1.0,101,for its size this is a pretty well made product that produces great sound and i love the portability
Love it ... need to get some smart appliances! I also got the Echo dot - wish I got these items sooner,5.0,1.0,102,love it need to get some smart appliances i also got the echo dot wish i got these items sooner
This has all the benefits of the Echo for a slightly better price. I also love the portability.,5.0,1.0,95,this has all the benefits of the echo for a slightly better price i also love the portability
"For the price, you should be able to use as a speaker when talking on the phone. I had to use my daughter's Beats Pill for this function, therefore it's not worth all the hype.",2.0,0.0,176,for the price you should be able to use as a speaker when talking on the phone i had to use my daughters beats pill for this function therefore its not worth all the hype
This review can not be valid due to the device did not work for me. I would put it down. Just upgraded to the ECHO instead of the tap.,1.0,0.0,134,this review can not be valid due to the device did not work for me i would put it down just upgraded to the echo instead of the tap
"Anyone needing a compact and easily mobile speaker should look at this. The sound quality is excellent, it is easy to sync via Bluetooth and gives you the ability to stream music when connected to wifi. Great product for the price and perfect for the office.",5.0,1.0,258,anyone needing a compact and easily mobile speaker should look at this the sound quality is excellent it is easy to sync via bluetooth and gives you the ability to stream music when connected to wifi great product for the price and perfect for the office
This speaker is great and not only is it a speaker but it's got the Alexa application!,5.0,1.0,86,this speaker is great and not only is it a speaker but its got the alexa application
I am in love with the Alexa Tap. This is a great portable speaker and now that the added function of being able to talk to it without manually pushing the button sets this apart from the rest. I would recommend to all.,5.0,1.0,218,i am in love with the alexa tap this is a great portable speaker and now that the added function of being able to talk to it without manually pushing the button sets this apart from the rest i would recommend to all
Bought it for Father's Day and my dad and mom love it!,5.0,1.0,54,bought it for fathers day and my dad and mom love it
"I bought this about a month ago and I really like it. The best part is light in weight, sound is very good for small gathering like on the deck or camping and it comes with Batterey charger. The voice command activation is so great to have and listen all my music plus worldwide radios from TuneIn.",5.0,1.0,298,i bought this about a month ago and i really like it the best part is light in weight sound is very good for small gathering like on the deck or camping and it comes with batterey charger the voice command activation is so great to have and listen all my music plus worldwide radios from tunein
I like the portability of the tap and the sound is nice. You can set it up to either push the microphone button to activate it or you can set it up like the echo where you just say Alexa.,4.0,1.0,187,i like the portability of the tap and the sound is nice you can set it up to either push the microphone button to activate it or you can set it up like the echo where you just say alexa
I would recommend this to anyone who enjoys amazon. Excellent value.,5.0,1.0,68,i would recommend this to anyone who enjoys amazon excellent value
"The tap has pretty good sound for a speaker this size. I also have an Amazon Dot, but would recommend you pay the extra cost and get the Tap to enjoy the better sound. It's worth it.",5.0,1.0,182,the tap has pretty good sound for a speaker this size i also have an amazon dot but would recommend you pay the extra cost and get the tap to enjoy the better sound its worth it
My teenager loves this and uses it daily. We've also took it places with us and the sound is great.,5.0,1.0,99,my teenager loves this and uses it daily weve also took it places with us and the sound is great
Love that you can take this anywhere and hook up to my Bluetooth. Great sound quality.,5.0,1.0,86,love that you can take this anywhere and hook up to my bluetooth great sound quality
I have the Echo and bought this one for the bedroom. Great alarm clock.,5.0,1.0,71,i have the echo and bought this one for the bedroom great alarm clock
This is a good alternative to the amazon echo. I like that supposedly it's not listening all the time and you have to hit the button to talk to Alexa but at the same time you have to hit the button to talk to Alexa.,4.0,1.0,215,this is a good alternative to the amazon echo i like that supposedly its not listening all the time and you have to hit the button to talk to alexa but at the same time you have to hit the button to talk to alexa
"Works great but wants you to buy subscription to get some music you may like, just found out it supports dish network",4.0,1.0,117,works great but wants you to buy subscription to get some music you may like just found out it supports dish network
"excellent gift, ok sound, great portability, would buy again",4.0,1.0,60,excellent gift ok sound great portability would buy again
Enjoying my Amazon Tap portable Bluetooth and Wi-F Speaker. It's everything I thought it would be an MORE!,5.0,1.0,106,enjoying my amazon tap portable bluetooth and wif speaker its everything i thought it would be an more
Bought this for our 7 and 5 year old. They love to play music and ask questions about science. Lots of fun!,5.0,1.0,107,bought this for our and year old they love to play music and ask questions about science lots of fun
We bought this product to compliment our other amazon product for its portability.,5.0,1.0,82,we bought this product to compliment our other amazon product for its portability
"I have several echo dots around my home, but this makes it easier for me to carry into a room that doesn't have one and control things around the house, listen to the news or music. It holds a great charge.",4.0,1.0,206,i have several echo dots around my home but this makes it easier for me to carry into a room that doesnt have one and control things around the house listen to the news or music it holds a great charge
"When I purchased the Tap I thought it was a portable speaker for the echo. It's actually it's own device. Yes, it's portable, can operate wireless.It does work with the same ""alexa"" set up. The Echo operates with no hands���you can simply speak to Alexa. The tap has a microphone button you need to hold down to speak to Alexa. Great sound quality. Rechargeable base unit.",5.0,1.0,372,when i purchased the tap i thought it was a portable speaker for the echo its actually its own device yes its portable can operate wirelessit does work with the same alexa set up the echo operates with no handsyou can simply speak to alexa the tap has a microphone button you need to hold down to speak to alexa great sound quality rechargeable base unit
"UPDATE: July 6, 2015I'm reducing my rating to one star because all of a sudden this morning the screen protector just quit adhering to the screen. It falls off completely and if you do get it in place within five minutes it's slipping again and huge bubbles form. I have never had a problem with a Moshi product before and I am very surprised by this. At this price there is no excuse for the poor longevity of this product and I would never ever buy one again nor would I advise anybody to spend the money on this product to begin with.Original review follows in all its irony except for the whining about the price at the time that I still stand by:Superb screen protector. The best you can buy. Ridiculous price. Moshi products have been the stress reliever I've relied on when it comes to tablets and phone screen saver installation with their bubble proof installation and performance, but in this particular case I think the price I paid was twice what it was worth. So now the stress is back.",1.0,0.0,999,update july im reducing my rating to one star because all of a sudden this morning the screen protector just quit adhering to the screen it falls off completely and if you do get it in place within five minutes its slipping again and huge bubbles form i have never had a problem with a moshi product before and i am very surprised by this at this price there is no excuse for the poor longevity of this product and i would never ever buy one again nor would i advise anybody to spend the money on this product to begin withoriginal review follows in all its irony except for the whining about the price at the time that i still stand bysuperb screen protector the best you can buy ridiculous price moshi products have been the stress reliever ive relied on when it comes to tablets and phone screen saver installation with their bubble proof installation and performance but in this particular case i think the price i paid was twice what it was worth so now the stress is back
It was easy to put on and line up.Had a hair in it and had to take it of and re-clean.No problem getting it off and back on again. It did not loose stickiness.NO bubbles is correct.I don't think it helps with the glare.The screen does look a little duller but I still have problems seeing it in daylight.I think it is one of the better screen protectors out there.,5.0,1.0,364,it was easy to put on and line uphad a hair in it and had to take it of and recleanno problem getting it off and back on again it did not loose stickinessno bubbles is correcti dont think it helps with the glarethe screen does look a little duller but i still have problems seeing it in daylighti think it is one of the better screen protectors out there
"Finally a protector that works on the fire Phone. It is as advertised. Probably the easiest one I have put on (I have put screen protectors on several phones and tablets). No bubbles. But the best part is that this one actually works on the fire phone. This is the third screen protector I have tried. The first one was Glazz temper glass (this is when I found out about the issue with the sensors on the phone, you cannot cover them if you want the phone to work properly per Mayday). The second one was Mr Shield for the Fire Phone. Although the illustration showed cut outs for 4 of the 5 sensors, what was shipped had no cut outs for the sensors. The Yoshi has 5 cut outs for the sensors. Though it is a little pricey, it was well worth the money. MAYDAY was very helpful in finally getting me to this protector",5.0,1.0,815,finally a protector that works on the fire phone it is as advertised probably the easiest one i have put on i have put screen protectors on several phones and tablets no bubbles but the best part is that this one actually works on the fire phone this is the third screen protector i have tried the first one was glazz temper glass this is when i found out about the issue with the sensors on the phone you cannot cover them if you want the phone to work properly per mayday the second one was mr shield for the fire phone although the illustration showed cut outs for of the sensors what was shipped had no cut outs for the sensors the yoshi has cut outs for the sensors though it is a little pricey it was well worth the money mayday was very helpful in finally getting me to this protector
"I like Moshi's anti-glare screen protectors so much that the fact that there is one available for the Fire Phone is part of why I bought a Fire Phone. I've had these screen protectors on multiple iPads and iPod Touches over the years and they're the 1st thing I buy for any device I own (particularly those with shiny screens). I love that you don't have to worry about if you don't get them on right the first time, you can just pull them off and try again. I love that when they get dirty, you just remove it from the gadget and run it under water to clean it off and then put it back on your device.The Fire Phone does have a smaller bezel than the iPads and iPod Touches I've used with other Moshi anti-glare protectors, but there seems to be just enough that the protector stays on. (In case you don't understand how Moshi's screen protectors work: the only sticky part on them is where it covers the bezel-- the non-screen part of your device.)I also hate shiny screens and these protectors make devices usable which wouldn't work for me otherwise. So glad the anti-glare Moshi protector is available for the Fire Phone (for some other Amazon devices you can only get the regular Moshi screen protector).I've used this with the default Amazon cases without problem-- both the leather one and the polyurethane one. I just put the screen protector on first and then the case.",5.0,1.0,1379,i like moshis antiglare screen protectors so much that the fact that there is one available for the fire phone is part of why i bought a fire phone ive had these screen protectors on multiple ipads and ipod touches over the years and theyre the st thing i buy for any device i own particularly those with shiny screens i love that you dont have to worry about if you dont get them on right the first time you can just pull them off and try again i love that when they get dirty you just remove it from the gadget and run it under water to clean it off and then put it back on your devicethe fire phone does have a smaller bezel than the ipads and ipod touches ive used with other moshi antiglare protectors but there seems to be just enough that the protector stays on in case you dont understand how moshis screen protectors work the only sticky part on them is where it covers the bezel the nonscreen part of your devicei also hate shiny screens and these protectors make devices usable which wouldnt work for me otherwise so glad the antiglare moshi protector is available for the fire phone for some other amazon devices you can only get the regular moshi screen protectorive used this with the default amazon cases without problem both the leather one and the polyurethane one i just put the screen protector on first and then the case
"I tried 2 other screen protectors that claimed would work with the multiple cameras on the Fire phone, NAH! The Moshi Anti-Glare protector is the only one that lives up to the claim. Money FINALLY well spent.",5.0,1.0,208,i tried other screen protectors that claimed would work with the multiple cameras on the fire phone nah the moshi antiglare protector is the only one that lives up to the claim money finally well spent
"This one really does not have bubble problems, yes because the screen part is actually thinner than side part thus it is actually floating above the screen. While it cause a problem that the touch screen is not as sensitive than in the previous time. Secondly it is really soft actually thus it will be scratched easily by anything near your cellphone such as keys or coins. I would like to say that design is okay, but it is not satisfactory as a screen protector.",2.0,0.0,465,this one really does not have bubble problems yes because the screen part is actually thinner than side part thus it is actually floating above the screen while it cause a problem that the touch screen is not as sensitive than in the previous time secondly it is really soft actually thus it will be scratched easily by anything near your cellphone such as keys or coins i would like to say that design is okay but it is not satisfactory as a screen protector
"So far it is working great. Fits under my Kayscase armor box perfectly. Some reviews complain about the adhesive but that remains to be seen so far for me, obviously hoping that will not be the case. The touch effect on my screen has not diminished one bit.",5.0,1.0,257,so far it is working great fits under my kayscase armor box perfectly some reviews complain about the adhesive but that remains to be seen so far for me obviously hoping that will not be the case the touch effect on my screen has not diminished one bit
"This was a complete waste of 24. I read reviews and thought the product was better than a thin piece of sticky plastic. Lasted about one week. And my husband is not a frequent user of his cellphone, either. So for someone who carries cell with them and uses daily will probably last a day or so.",1.0,0.0,295,this was a complete waste of i read reviews and thought the product was better than a thin piece of sticky plastic lasted about one week and my husband is not a frequent user of his cellphone either so for someone who carries cell with them and uses daily will probably last a day or so
"For the love of god do not buy this!!! Thought it was great at first since it didn't add any size to the phone given that it sticks to the face. Well, at least its supposed to. Lasted three days and came of the phone and now can't do anything with it since the adhesive no longer holds. 25 for this piece of junk! What was I thinking",1.0,0.0,333,for the love of god do not buy this thought it was great at first since it didnt add any size to the phone given that it sticks to the face well at least its supposed to lasted three days and came of the phone and now cant do anything with it since the adhesive no longer holds for this piece of junk what was i thinking
"Ordered on April 16th, installed on my phone on April 21 and last Saturday (June 6th) on a warm Tucson day it just fell off. Landed on the car mat an all of the glue section was instantly covered in dirt. Washed it off with cool water only, let air dry and it won't stick back on. It's supposed to be washable and re-usable. Don't waste your money on this piece of trash. I expected it to last a lot longer than two months.",1.0,0.0,423,ordered on april th installed on my phone on april and last saturday june th on a warm tucson day it just fell off landed on the car mat an all of the glue section was instantly covered in dirt washed it off with cool water only let air dry and it wont stick back on its supposed to be washable and reusable dont waste your money on this piece of trash i expected it to last a lot longer than two months
"Easy to install screen protector, no bubbles. Fits just right on Fire phone. Will not disrupt most cases or change overall phone dimensions. Great item if you are letting your kid/grandkids use or play with your phone. This item will not disrupt the dynamic perspective or front facing cameras. Very good anti-glare properties, can notice a large difference.",4.0,1.0,358,easy to install screen protector no bubbles fits just right on fire phone will not disrupt most cases or change overall phone dimensions great item if you are letting your kidgrandkids use or play with your phone this item will not disrupt the dynamic perspective or front facing cameras very good antiglare properties can notice a large difference
"I've purchased two of these screen protectors at ATT for my Fire Phones. Both have performed perfectly for me, unlike some reviewers' experience. The screens on my phones don't look fuzzy when the orientation of the phone is changed, the edges do not collect lint from my pockets, and the protector does not keep the case from fitting the phone. Here's what the protector does do: It keeps my screens from collecting fingerprints or skin oil. I don't know about the ease of application because, for both my purchases, the employee at ATT attached the protectors for me (I don't have the steadiest hands). Watching them, it looked quite easy to do. There are no bubbles at all and no more screen glare/reflections. I haven't had to remove, replace, or clean the protectors (except for wiping off the surface just to be sure it's clean because the protector doesn't show any dirt or oil).",5.0,1.0,886,ive purchased two of these screen protectors at att for my fire phones both have performed perfectly for me unlike some reviewers experience the screens on my phones dont look fuzzy when the orientation of the phone is changed the edges do not collect lint from my pockets and the protector does not keep the case from fitting the phone heres what the protector does do it keeps my screens from collecting fingerprints or skin oil i dont know about the ease of application because for both my purchases the employee at att attached the protectors for me i dont have the steadiest hands watching them it looked quite easy to do there are no bubbles at all and no more screen glarereflections i havent had to remove replace or clean the protectors except for wiping off the surface just to be sure its clean because the protector doesnt show any dirt or oil
"As good as the Echo is, the Echo Voice Remote seems to leave much to be desired. Whereas the Echo Dot recognizes my voice immediately and correctly interprets my commands consistently, the Voice Remote is far less likely to do so. Sometimes I'm not even heard at all. I often have to repeat commands several times before the Echo responds to me. Plus the volume control on the remote is slow to respond. And I don't mean a millisecond slow. The volume won't change for several seconds after the button is pushed.Yes, this is the New Generation Voice Remote.Aha! You say. You must be too far away from the Echo Dot.Granted, I am on the other side of the house when I use the Voice Remote. However, that doesn't explain why the shuffle button works immediately and correctly--every time. Plus doesn't Amazon brag on the device's great range If it was a distance problem, wouldn't the shuffle button have the same connectivity issue No, either I have a bad remote or the Voice Remote doesn't work as effectively and effortlessly as the Echo Dot itself. That's too bad.*** UPDATE ***I discovered that there is a trick to being understood when you use the Voice Remote, but it also comes with a gotcha. When you press down and hold the Talk Button on the Voice Remote, it's the equivalent of using the wake word on the Echo itself (Alexa, for example.) Since you can't see the LEDs on the Echo respond to the wake word, the Echo makes a tone to let you know that it's listening. There is a second a different acknowledgement tone after you release the Talk button. The Echo now knows that you have finished with your command or question.Read more",2.0,0.0,1641,as good as the echo is the echo voice remote seems to leave much to be desired whereas the echo dot recognizes my voice immediately and correctly interprets my commands consistently the voice remote is far less likely to do so sometimes im not even heard at all i often have to repeat commands several times before the echo responds to me plus the volume control on the remote is slow to respond and i dont mean a millisecond slow the volume wont change for several seconds after the button is pushedyes this is the new generation voice remoteaha you say you must be too far away from the echo dotgranted i am on the other side of the house when i use the voice remote however that doesnt explain why the shuffle button works immediately and correctlyevery time plus doesnt amazon brag on the devices great range if it was a distance problem wouldnt the shuffle button have the same connectivity issue no either i have a bad remote or the voice remote doesnt work as effectively and effortlessly as the echo dot itself thats too bad update i discovered that there is a trick to being understood when you use the voice remote but it also comes with a gotcha when you press down and hold the talk button on the voice remote its the equivalent of using the wake word on the echo itself alexa for example since you cant see the leds on the echo respond to the wake word the echo makes a tone to let you know that its listening there is a second a different acknowledgement tone after you release the talk button the echo now knows that you have finished with your command or questionread more
